Tweet,Label
"kayak apa ya, aku kalau beli paketan kalau mau keluar jauh atau keluar kota saja. Aku jarang keluar, jadi takut sia-sia.",Fear
"mau ikut komen, takut tambah dewasa.",Fear
"layout-mu keramat, aku jadi takut ajakin barengan.",Fear
sebenarnya takut juga pakai avatar muka sendiri.,Fear
"lawan bocil saja takut, apalagi melawan restu orang tua.",Fear
panik banget tadi twitter aku tidak bisa dibuka.,Fear
"aduh butuh roll film yang ready stock di sini :( takut tidak sampai nanti sebelum hari sabtu, huee.",Fear
"maaf tapi saya merekamnya tidak niat, malu banget, jelek banget wajah saya :'(",Fear
"sebelum situng diralat. Sedih, tegang.",Fear
mbok 15mbps ngeri begitu.,Fear
"hufft, bismillah, bismillah, semoga hari ini pemeriksaannya lancar. Panik mikir, panik banyak, sholawat saja.",Fear
aku kalau sudah pada ngomongin skripsi takut banget sumpah.,Fear
jadi takut pacaran.,Fear
panik banget tadi ditanya-tanyain guru bk.,Fear
setiap kali intuisiku benar itu antara bikin lega atau ngeri sih.,Fear
senang plus takut juga. Mau lihat sejauh mana kemampuan diri. Bismillah.,Fear
"zoom banget gambarnya, kaget.",Fear
"di rumahku yang kena omicron sudah 40-an, takut.",Fear
tapi aku takut canggung.,Fear
kaget keluar sendiri.,Fear
haha sama. Aku di-unfollow 10 orang hari ini. Kaget banget.,Fear
"kyu, kata aku ajakin yang lain juga deh. Kalau pada tidak mau, teror saja pakai chucky.",Fear
"tiba-tiba takut banget loh. Yang sering tiktokan pasti pernah dengar frasa ini. Sejak viral, frasa ini digunakan oleh perusahaan besar untuk promosi. Penciptanya pun kecewa karena tidak minta izin. Memangnya frasa bisa dilindungi? [a thread]",Fear
takut Tuhan kalau aku.,Fear
"eh anjir, woozi takut banget aku takut.",Fear
takut banget ditolak sama doi.,Fear
"takut banget di mana-mana iklan cincin lamaran, cetak undangan, wedding organizer lewat mulu.",Fear
"aku dulu takut, terus kata teman aku tinggal plek, nanti dia cuma nempel ke pupil kok. Kecuali tangan kamu gatal pengen kucek-kucek mata, jangan. Nyopotinnya tidak perih sama sekali, kayak lagi nyubit gitu caranya.",Fear
"kalau sudah dekat hari ulang tahun bawaannya makin panik, makin overthinking.",Fear
oh begitu. Kaget bentukannya kayak preinst.,Fear
"kaget kirain kelirik, taunya bukan, hanya lihat akunnya.",Fear
takut lebih besar daripada ngantuk?,Fear
"mau checkout takut tidak kretek tulang punggung. Dilema jadi muda-mudi jompo, wkwk.",Fear
aku takut.,Fear
"jadi malu, terima kasih.",Fear
"benar lily. Malu banget deh, minim literasi. Kirain paling muda, ternyata lebih muda dari kakak. Terus kirain ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. Malu banget.",Fear
"jeje galak banget, aku takut.",Fear
masih kaget. Dijilat?,Fear
"takut banget bocil tetangga lagi sakit. Yang tadinya mau menghirup udara mendung, akhirnya tutup pintu lagi.",Fear
"cayy jangan lupa makan siang ya, jangan malu-malu untuk jajan bareng-bareng!",Fear
kaget lihatnya.,Fear
"kemarin mengeluh, kalau masih ada almarhum bapak, pasti beliau yang antar jemput kerja. Eh tadi malam langsung mimpi diantar sama beliau pergi kerja. Ini bapakku masih ada atau tidak sih? Agak takut.",Fear
"bismillah desiliun tapi takut berat nanti hisabnya, hehe.",Fear
kaget anjir mini,Fear
kaget anjir mini,Fear
kakak tingkat takut adik tingkat aku doang kayaknya. ini mata kuliah wajib padahal bukan mata kuliah pengayaan.,Fear
jarang bocor benda tajam takut mendekat,Fear
aduh aku kalau hujan begini panik takut bocor lagi,Fear
tau kan rasanya. mau lanjut tidak bisa melek takut nabrak,Fear
anjrit kaget ada renjun,Fear
"alhamdulillah aku dijauhkan dari cowok itu. tapi rasa takut dan traumanya masih membekas sampai sekarang sulit dihilangkan. ketambahan lagi, dulu waktu kelas tiga, teman cowok-cowok pada suka gangguin cewek-cewek. nah, cowok-cowok itu pada megang dada cewek kalau gangguin.",Fear
selalu merasa tidak enakan padahal sebenarnya sudah tidak kuat. merasa takut kalau orang lain itu tidak puas dengan hasil kerja kita. kenapa sih mikirin perasaan orang mulu.,Fear
"pengen berpelukan, tapi malu aku karena takut kalau tidur ngorok",Fear
sumpah takut banget,Fear
"takut, aku demam sama batuk",Fear
kaget lihat balasan. fans sultan semua kayaknya,Fear
teman dunia maya aku pada menghilang ya takut deh,Fear
beuh kaget,Fear
harap-harap cemas,Fear
terkadang kita selalu memaafkan seseorang hanya karena takut kehilangan,Fear
jumlahnya yang takut banyak sekali. sudah kayak menangani teror saja.,Fear
"bajunya yang ini, di tengah lagu minjem gitar dari gitarisnya terus dia yang main. takut banget.",Fear
malu aku. tidak lagi deh komentar-komentar di postingan yang perang komentar.,Fear
ngeri lah kalau begitu caranya.,Fear
agak takut tapi tidak apa-apa.,Fear
kakak wkwkwk aku juga bingung takut akun shopee direport atau bagaimana huhu,Fear
"aku infp dan di aku relate. kalau ada hal yang tidak terorganisir tuh memang panik sendiri, pikiran jadi tidak tenang.",Fear
"ngeri sekali, kesempatan diambil.",Fear
umm aku tidak apa-apa. aku takut terlalu banyak berbagi cerita. tapi makasih sudah menawarkan.,Fear
kontak kita bisa dinamain siapa saja. ngeri juga.,Fear
ah takut,Fear
"aku lagi nangisin cowok fiksi. tiba-tiba abang aku datang, ""sudah salat belum kamu?"" aku antara takut dimarahi karena belum salat dan malu karena mata sembab akibat nangis.",Fear
khawatir,Fear
"anjir anjir anjir sumpah ibu, bapak, hamba takut banget kalau disuruh nungguin adik sendirian. takut dia bangun terus mencekik hamba.",Fear
takut,Fear
hah kenapa serius kok pada kaget begitu,Fear
anjay ini dua ukuran kegedean ternyata gampang lepas pula. takut tercecer jadinya.,Fear
malu banget sendirian. kesannya kayak semua orang ngeliatin sambil kasihan gitu aku ke sini sendiri. tolonglah orang-orang selain jaga jarak juga jaga pandangan dan omongan ya. percaya diriku semakin turun.,Fear
"kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. kayaknya berani deh jun. tidak tahu, kayak bisa saja.",Fear
malunya masih terasa,Fear
ngeri banget sudah jelas-jelas positif masih nongkrong bukannya isolasi mandiri.,Fear
kaget masuk topik,Fear
aku takut mau baca thread ini. aku yang belum hamil pun sudah takut.,Fear
sumpah ya aku sampai takut tiap papasan sama ayam. pasti memperlambat. soalnya dia bukannya minggir malah nyebrang.,Fear
"di instagram cuma sesekali saja bikin cerita. itu pun isinya acak, cuma biar kelihatan masih hidup. takut dikira sudah mati.",Fear
malu minta dibelikan paket zenius.,Fear
"kalau saya ceritakan semua ini ke kamu, saya takut kamu tinggalin lagi. saya tidak suka sendiri.",Fear
"hmm, macam berat saja ilmu ini. takut tidak tercapai karena tidak ada ilmu persilatan.",Fear
michi naksir gebetan temannya. takut ada keributan.,Fear
eh ada lagi deh hehe. bikin kaget saja.,Fear
benar sudah tidak ngerti malu pula.,Fear
jangan apa-apa kebanyakan diumbar-umbar melulu. kalau gagal malu sekali.,Fear
sudah aktivasi tapi takut tidak valid.,Fear
malu banget maksudnya mau pacaran sama hyomin anjay.,Fear
takut aku dicium macan pendekar biru,Fear
mau positif takut ceweknya cemburu kah. masalahnya aku bukan jennie,Fear
iya sendirian banget. soalnya ada beberapa anak yang positif covid jumat kemarin. asli panik dan takut,Fear
enggak tahu tapi takut,Fear
pengen nonton kukira kau rumah tapi takut kena mental,Fear
hanya karena pernah terluka tidak berarti kamu harus takut mencinta. ada seseorang yang tepat untukmu di luar sana,Fear
"anehnya lagi ada anggota, kaget kok bengkak anggarannya",Fear
sekalinya muncul gebrakannya bikin kaget ya mas topo,Fear
"sebagai penderita agorafobia, anna tidak bisa keluar rumah. dia bakal panik dan takut kalau terjebak di suatu ruangan atau bahkan situasi yang tidak familiar. jadi susah ya teman-teman, si anna tidak boleh keluar rumah, sudah intinya",Fear
ngeri ah segitunya cari perhatian sampai menjelekkan orang lain biar dipandang oke,Fear
takut hujan,Fear
"shade cushion make over lebih cocok yang mana ya. kalau warm ivory keterangan tidak. aku baru pertama kali mau beli bingung milih shade, takut salah",Fear
menetapkan nonton film terbaru spider-man venom nunggu nanti setelah blu-ray atau legal streaming keluar. kapan ya bisa bebas ke bioskop lagi tanpa rasa takut. tidak masalah juga nonton setelah hype reda walau mau tidak mau spoiler bertebaran,Fear
aku juga pengen coba kena air tetap saja takut,Fear
ngeri dia keseleo saja. di korea kan tidak ada tukang urut,Fear
"takut, komputer aku tetap di kolong buku",Fear
ngeri ngeri,Fear
"ini ada yang nungguin tidak sih. aku lagi sakit terus tiba-tiba kepikiran takut tidak bisa nyelesain apa yang sudah aku mulai, jadi bakal maksain update sedikit-sedikit ya",Fear
takut aku mappa garap scene muntah disensor atau tidak,Fear
dua atau tiga orang saja ya. tapi kalau gagal mau dihapus soalnya malu,Fear
"takut aku, mau hidup tenang",Fear
aku malu banget salah tag jeno,Fear
terus fakta lainnya adalah kakek aku rumahnya searah sama rumah aku. pernah sekali dia lewat jalan rumah aku. anjrit aku di belakangnya kaget. lah kok dia belok ke sini,Fear
aku jadi takut kalau lihat akun besideperth,Fear
"heh salah upload, malu",Fear
"kiri, kalau kanan soalnya banyak bergerak takut kepentok",Fear
iya takut banget soalnya fanclub roleplay aku pakai thailand juga,Fear
kamu tidak malu? atau mungkin kalian memang tidak tahu malu?,Fear
yang paling menyeramkan pas ada razia dadakan pas aku lagi bawa bedak tbs yang tentu saja tidak murah. sudah panik kalau bakal disita. untungnya tidak ketahuan,Fear
soonyoung aku takut sama jihoon,Fear
ngeri banget semoga tidak kenapa-napa,Fear
kok om sih. gugup,Fear
tetap kaget walaupun tidak nonton,Fear
"nanti paket aku yang rembes karena hujan kemarin datang, dan aku diminta unboxing depan kurir terus bakal direkam. kan aku malu ya",Fear
"cuma aku malu saja buat publish ke orang lain, karena dia juga tidak pernah publish aku",Fear
"lagi pusing, tapi kalau dapat dana kaget seratus dolar hilang ini pusingnya",Fear
"tidak deh, beneran cemas karena pada posting sedikit-sedikit kelar sidang jadi cemas",Fear
kan bangun-bangun kaget,Fear
ngeri ada tommy shelby sama pak tony stark,Fear
takut tergoda membeli komputer lain,Fear
kaget banget lagi makan mie terus nonton all of us are dead ada adegan zombie lagi ngacak-ngacak usus dari perut. bodohnya aku tetap lanjut makan sambil nonton,Fear
malu,Fear
"bisa disiram air kak, bagian belakang badannya saja tidak apa-apa. kalau muka kasihan takut kaget",Fear
"buat pelajaran besok-besok, takut mengganggu atau gimana haha",Fear
terpantau belum malu,Fear
"pernah tidak sih lagi iseng nyanyi di depan pasangan tapi tidak asal nyanyi gitu, benar-benar nyanyi. terus pasangan kamu terkesima, kaget, syok lalu bilang ""lah aku baru tahu ternyata suara kamu bagus"" karena memang tidak pernah nyanyi pas lagi sama pasangan. malu teman-teman",Fear
"jangan marah-marah, nanti jadi takut dimakan nih",Fear
maaf ya saya mau ketik agak ngeri. hukum mati saja pak atau bu. semoga ketikan saya tidak salah dan tidak berdampak negatif kepada semua orang. amin,Fear
apapun selain percintaan. tapi kalau horor jangan yang hantu. aku takut sama hantu,Fear
efek-efeknya itu loh yang merah-merah bikin takut,Fear
takut tidak ada yang mau pembebasan sama aku mungkin,Fear
"anginnya kencang banget, takut",Fear
aku lihat video tiga dimensi aishite aishite kok takut ya,Fear
"kalau sudah sembilan bulan begini rasanya deg-degan, takut, tapi sudah pengen ketemu adik dan sudah engap ingin cepat-cepat bisa tidur telentang dan tengkurap",Fear
"tiba-tiba mimisan, tidak tahu kenapa penyebabnya padahal baik-baik saja. kaget juga, sudah lama tidak kejadian begini",Fear
"bila tidak ada kerja sangat ini yang aku takutkan, takut tidak tahu mau update apa di media sosial besok",Fear
takut limit,Fear
"ada nad barusan, tapi takut makruh kalau marah-marah ngomong kasar",Fear
teman aku ada yang positif. takut banget soalnya kamis dan sabtu kemarin habis ketemu. akhirnya aku mau swab house service. doakan ya teman-teman,Fear
sebenarnya panik juga sih,Fear
malu banget,Fear
lho kirain festival hahaha,Fear
anda tahu tidak rasanya lagi bengong kaget anjir,Fear
agak ngeri ya,Fear
tidak malu apa ya,Fear
emm malu banget,Fear
oknum yang tidak merasakan malu tadi pas presentasi. tolong tadi kalau kamu join zoom rasanya mau pindah planet,Fear
berita palsu jangan disebar. tindakan tegas akan diambil,Fear
jangan lupa mengingatkan ayang buat napas. takut lupa malah repot,Fear
diurut dulu ke tukang urut. takut salah urat,Fear
ada kelas lagi nanti jam satu tiga puluh. nanti kalau tidur takut kelupaan jam,Fear
lihat kok cuma takut pada ikut tutup juga. nanti aku sendirian,Fear
eh taik takut. aku jadi ciize,Fear
"astagfirullah kaget aku. sampai bingung juga dapat notifikasi begini. sejak kapan aku punya gebetan, jangankan gebetan, orang suka saja tidak ada",Fear
aduh kok ngeri ah,Fear
ngeri ya,Fear
aku boleh suka sama orang lagi. takut dibilang sasimo,Fear
tetap saja ongkirnya bikin kaget,Fear
"aku kalau lagi di samping bapak-bapak selalu tremor, takut, tidak jelas padahal orangnya tidak ngapa-ngapain",Fear
aww malu banget sumpah,Fear
"kaget, heran, ah",Fear
tadi di sekolah ada swab buat dua kelas dan beberapa guru. terus katanya guruku semua bakal kena swab dadakan. aku sekarang lagi kurang fit jadi takut,Fear
jadi takut hehe,Fear
"korea pelapis sama utama tidak kelihatan beda. saking tidak kelihatan sepak terjang pemain utamanya di men's, tapi takut saja kejutan racikan campurannya suka mengejutkan",Fear
hayoo ada amplop di balik hanggar ya kok takut,Fear
"alhamdulillah sudah divaksin sih. itu juga setelah drama. ibu mertua aku tinggal sendirian. beberapa bulan lalu bapak mertua baru wafat. jadi ya, khawatir. lalu ya begitu, agak meremehkan covid. makin khawatir lagi",Fear
tapi takut banget tiba-tiba ppkm bagaimana,Fear
"aku ragu mau balas pakai kata-kata apa atau pakai foto juga, dan akhirnya keluar juga",Fear
"asik permainan emosi dimulai. yang bermain dan terlibat ngeri-ngeri sedap. siap-siap nyiapin pukulan tangkisan. indikasi sih positif seratus persen melawan hukum, cuma upaya mencari keringanan saja. tamatlah sudah karier-karier yang didapat dengan cara tidak berkah",Fear
belum pernah nyampe manggarai lagi kalau naik kereta. kaget sudah jadi di atas peronnya,Fear
"chaki, ini buatmu. aku bete banget kemarinan waktu kamu ngebet mau jodohin aku sama kak heeseung. kaget banget taunya pernah jadi teman satu official account-ku. kelakuanmu beda maksimal",Fear
"terima kasih aii. sumpah aku takut sekarang, benar-benar pasrah",Fear
sekarang kalau upf fee di awal saja kali ya. ngeri banget hari ini,Fear
takut dewasa,Fear
"dikasih tahu adik. simbah nanyain, ""ini bajunya tidak pernah lihat dipakai keluar. dipakai di kamar ya?"" baju tidur tali spageti masa aku pakai keluar. kan malu. ini kalau beli lingerie yang aneh-aneh ya jelas jadi pertanyaan. sudah paling benar beli daster midi saja",Fear
takut sombong,Fear
"kalau tidak gandengan tangan meriang tiap hangout di tempat umum saja lengket banget. bagaimana kalau pas lagi quality time berdua di tempat privat gitu. duh, makasih sudah bikin makin berhalu. dan btw, di yang kedua itu seohyun sempat ragu harus pakai cincin pernikahannya apa tidak",Fear
kamu takut tidak sih anjir selasa depan. treasure beneran comeback ya,Fear
wah ngeri nih sesepuh ternyata,Fear
kakak jadi malu tau,Fear
"mau mengejar, takut lari. jadi mending tidak usah ngapa-ngapain",Fear
"sudah, tapi takut kalau dia mengecek pakai akun lain. dulu aku privasi, aku buka lagi karena pengen balas base. ah, jadi tidak nyaman banget. masa begini saja harus privasi terus. aku ingin bebas",Fear
"beh, mangkuk tutup. ah malu naik",Fear
takut namun berusaha percaya diri,Fear
aaksks tapi aku takut nanti mendadak serangan massal,Fear
pernah tidak sih merasa takut berlebihan buat sayang banget secara tulus ke orang,Fear
panik panik ada yang panik,Fear
sch! teman-teman tanggal delapan sampai lima belas masih bisa unggah foto kan. tadi pagi aku unggah foto tapi pas loading malah error. tolong notice sender panik banget servernya error,Fear
"aku naik angkot isinya cowok semua anjir, malu banget",Fear
aku memutuskan untuk beli komputer dari penjual korea saja nanti. aku takut tidak dapat menarik member favorit karena tangan tidak wangi,Fear
takut banget buka whatsapp,Fear
aduh jadi malu,Fear
bikin kaget anak orang,Fear
sumpah itu kenapa anjir takut banget pada begitu,Fear
waktu punya long distance belum pernah deh iseng kena air haha takut,Fear
takut ke sushi,Fear
"kalau nyolong, malu pasti kedengeran sama yang punya",Fear
pengen makan seblak tapi lagi irit duit. takut tidak cukup sampai akhir bulan haha,Fear
"aku belum makan siang, tidak selera, tidak nyangkut, mau nangis tidak menang rasanya. malu",Fear
"tiba-tiba tadi dicek darah, aku lagi deg-degan takut hasilnya disuruh transfusi. tolong semoga langsung operasi malam ini",Fear
takut lihat harga,Fear
khawatir tidak jelas,Fear
"banyak juga boleh kak, asal jangan kelepasan. ngeri tidak bisa direm, loss pula lagi",Fear
waduh takut takut,Fear
jujur sih kadang aku itu malu dan takut mengakui kalau dia pacarku. iya benar karena fisiknya,Fear
hawanya ngeri,Fear
"iya ya kalau dipikir begitu. tadi sudah aku hapus, tadi katanya badge hijau itu squad leader, kayak hyotion sambil nunjukin foto. takut jelek di mata fans mereka, ya sudah tadi langsung aku hapus",Fear
takut patah hati gara-gara derek,Fear
"indahnya terbang terlalu tinggi, walau jujur aku takut jatuh terlalu jauh",Fear
heheh tapi aku takut dimainin aduh,Fear
"coraline dulu pas kecil takut banget, mana dulu nyebutnya kartun mata kancing",Fear
"takut banget kena polusi, mau isolasi mandiri dulu",Fear
hmm takut tapi tetap usahakan percaya diri lah pokoknya,Fear
takut bila sudah mulai beli nanti semua karakter favorit ingin dibeli,Fear
"minta tolong unit barunya langsung dipasangin semuanya dan dicek flashnya bisa atau tidak. sudah khawatir dari awal beli takut ada apa-apa. makanya sampai kirim instan, taunya benar saja kena apes. untung penjualnya baik mau ganti unit baru",Fear
"tapi tidak boleh panik, nanti kalau panik kamu blank, malah tidak bisa ngerjain. tidak boleh panik",Fear
asli iya takut covid tapi katanya juga karena lagi pergantian musim,Fear
aku deg-degan teman-teman. takut bahasa inggrisku belepotan,Fear
ngeri takut handphone-nya keinjak,Fear
edan ngeri sekali,Fear
"biar kaget, soalnya aku kaget baca yoonmin kaget",Fear
ada satu polling juga tapi takut tiba-tiba yong menjatuhkan sesuatu,Fear
"tidak apa-apa sebenarnya, masih bagus hasil fotonya, tidak ngaruh. tapi aku takut tambah parah saja",Fear
takut skripsi,Fear
masih tidak bisa tidak merasa penasaran tentang wajahnya. secantik apa sih kak raline sampai gege tidak mau nunjukin fotonya ke orang-orang karena takut pada naksir,Fear
kaget bener suka tiba-tiba logout tapi tidak limit,Fear
