Tweet,Label
"mimpinya seperti nyata, di akhir-akhir dia pergi, menangis aku sedih beneran anjir, rasanya sedih pakai banget.",Sad
mau nomor buat verifikasi sedih akun ke login terus.,Sad
"sedih banget kok ada orang begitu, rasanya mau aku ulek tau. Manusia bukan sih.",Sad
"sabtu galau, 05 feb 2022 sebenarnya tidak, yang galau galau banget sih tapi seperti sedih sama tertawa juga entah yang keberapa kalinya suka sama seseorang yang sudah punya pacar meskipun belum secara resmi lihat dan dengar sendiri dari orangnya atau media sosialnya haha.",Sad
yang kenapa sedih? Aku sedih juga jadinya.,Sad
kenapa? Rasa sedih hari ini... semalam lihat ada lagi... pagi ini sudah tidak ada... hmmm... apapun sangka baik.,Sad
tidak mengikuti saja tapi ikut sedih dengernya.,Sad
"saya lagi sedih banget, loh.",Sad
"dua kali suka seseorang dan orang itu suka orang lain, berturut-turut. Sangat sedih hidup saya.",Sad
"pacar direbut orang lain? Tenang, jangan sedih, yang ada bersyukur, itu tandanya Tuhan sayang kepada kamu, sudah memisahkan kamu dari orang yang gampangan.",Sad
"jujur, malah sedih lihat kenyataannya.",Sad
sedih.,Sad
"sedih juga bangun-bangun di bawah jembatan, tidak tahu harus ke mana.",Sad
"mandi sore, soalnya mau les. Sedih, malam minggu malah les.",Sad
"ya, sedih deh.",Sad
"sedih hati, syafakillah, gadis favorit saya. Cepat-cepat positif, cantik, dan chumils, jehh! Sampai jumpa.",Sad
"kusut, belum dihibur dengan sayang.",Sad
"kok buna kuat sih? ""kok buna biasa aja?"" Percayalah aku pernah di tahap sedih, kecewa, dan terluka. Tapi saat ini kejelasan yang aku terima membuat rasa itu sembuh sendirinya. Berdamai, ikhlas. Sekarang adalah 6 + 1, bukan hanya 6 atau hanya 1. Jangan lupa vote streaming!",Sad
kecewa sedikit.,Sad
kecewa sama diri sendiri.,Sad
"saya kalau lihat haechan di tl tuh benar-benar mellow, soalnya benar-benar seperti rasanya putus baik-baik, dipaksa putus karena keadaan (menangis sudah saya) tapi senang juga melihatnya, seperti, oh dia masih sama kok, masih secerah matahari, masih semanis madu. Sedih.",Sad
"barca udah mulai negosiasi tentang araujo, belum sih, jangan sampai blunder membuat araujo kecewa.",Sad
apakah kamu pernah? Malam-malam nonton film tidak sedih. Tapi sedih melihat hidupmu.,Sad
"soobin, aku sedih, peliharaan kesayangan saya mati. Saya tidak bisa berhenti menangis. Kemarin tiba-tiba tidak mau minum, terus lemas juga, kalau ke dokter hewan jauh dari tempat tinggal saya. Saya tidak bisa kehilangan dia. Apa yang harus saya lakukan?",Sad
"sayang, aku yang ini sedang berkemah berdua, sangat sepi.",Sad
"sangat sepi, hanya sabtu.",Sad
"bangsat, rambut berlawanan tapi iya sedih soalnya menari seperti tidak tertarik dengan chanyang, huhu.",Sad
"tidak tahu, tapi kecewa dengan diri sendiri.",Sad
jadi sedih aku.,Sad
kok ikutan sedih ya.,Sad
"bener sih di tempat saya kerja suka ada kakek-kakek yang sudah sangat tua, matanya katarak, jalannya juga sangat pelan, kesulitan. Dia mengurus jualan tape dan lain-lain, kadang sudah sore pun dagangannya masih banyak. Saya kadang menangis sendiri. Serasa melihat ayah sendiri sangat sedih.",Sad
"real life saya sumpah berantakan. Saya kira yang online sudah baik-baik saja, namun ternyata sudah sangat kecewa.",Sad
"kok sedih banget, diisi ciba agar tidak kosong.",Sad
"tidak ada yang membuat saya senang selain kabarnya jimin, sangat sedih ketika berita sakitnya saya benar-benar terpikir. Sampai tidak tenang untuk tidur juga.",Sad
"sangat sedih, teman saya.",Sad
"selamat nderr, mau banget, nderr. Sangat sedih, sudah senang diterima, ternyata penipuan perusahaan besar lagi, mau nangis.",Sad
"pacarku baru saja diberhentikan dari pekerjaannya, karena dari awal tidak jujur tentang keinginannya. Sangat sedih, kasihan mana cowok pula. Sudah ada niat buat lamaran, tapi malah diberhentikan. Semoga segera dapat pekerjaan baru.",Sad
sedih.,Sad
"terima kasih banyak buat kak olaa yang buat karya sebagus itu dan makasih buat rumi iyel yang selalu keren dan kadang menghibur saya ketika saya lagi sedih, sekali lagi makasih banyak, love you kalian semua.",Sad
"kalau lihat portofolio hijau itu seperti ada kesenangan tersendiri, tapi ketika melihat dompet kosong, sangat sedih lagi, anjing.",Sad
sedih.,Sad
"iya juga, tidak ada dia, dunia terasa sepi.",Sad
"ini ngetik sambil sedih, apakah gimana, air mata mengucur selalu.",Sad
"aku suka banget, kalau abis pakai makeup dan aku kecewa kalau sampai putus kotorannya, sensasi gelinya tidak didapat.",Sad
"ya, kan, selamat membaca, yang sedih-sedih sudah.",Sad
sumpah sedih.,Sad
"ada ya orang, jumat baru keluar rumah sakit. Sore-nya tiba-tiba jatuh, jadinya sedih melulu sampai sekarang. Tapi sabtu paginya sudah disuruh ke kampus sampai malam. Alamat masuk rumah sakit lagi, ini mah.",Sad
sedih tapi lucu tapi sedih.,Sad
sedih banget.,Sad
"mau, aku sudah sebulan sepi banget, spesial aplikasi premium.",Sad
"ini sepi banget. Pada di facebook semua ya, saya juga tadi bisa-bisanya bangun tidur dan dicek facebook dulu.",Sad
"aku sedih, ada anak biologi masih bertanya, terus harus bagaimana untuk mengetahui apakah omikron atau bukan?",Sad
"mumpung masih sedih, setelah membaca tak terkatakan, mari kita lanjut dua hari supaya semakin sedih.",Sad
sedih banget.,Sad
"sedih banget ketika orang tua ekonominya lagi susah tapi berusaha keras untuk kebutuhan anaknya. Maafkan aku ya pak, yang selalu menyusahin. Semoga nanti bisa berkali-kali lipat untuk kebahagiaan ibu dan bapak.",Sad
"lebih aneh lagi, yang hobi mendengarkan lagu-lagu sedih supaya bisa sedih.",Sad
sedih banget pagi-pagi.,Sad
"sedih juga sih, sebenarnya mungkin mereka masih punya rasa bersalah, maki-maki ulama kecuali pki asli, tapi karena ekonomi sengaja diropotkan daripada mencuri, digebuk dan dibakar orang sekampung, padahal perut lapar. Semoga yang masih punya iman cepat menyadari.",Sad
"sepertinya tidak akan ada selca hari ini, hihi, penonton kecewa.",Sad
"menahan tangis tidak enak banget, anjir, ini lagi di sekolah.",Sad
"ah, aku sedih mendengarnya.",Sad
"lucu banget, yeseo! Sayangnya tidak punya tiktok, nih (sedih).",Sad
"denise, suara mu, astaga, sedih, si dia keluar dari layar, tapi tidak apa-apa, ayo banyak unggah video di youtube dan debut lagi.",Sad
sedih tapi masih pagi.,Sad
"setuju, padahal aku termasuk orang yang sangat ingin tahu tentang ayato. Ketika tahu ayato bocor duluan, jadi kecewa dan tidak bersemangat lagi sama ayato. Lebih baik drip marketingnya dari mihoyo langsung.",Sad
hal yang sedih pagi ini adalah saat aku merasa kasihan terhadap diri sendiri. Saat sadar diri banyak hal yang harus diperbaiki. Saat sadar bahwa aku tidak boleh terus-menerus seperti ini. Saat aku harus lebih berani untuk menerima perubahan. Saat aku harus menguatkan diri untuk sekadar mencoba.,Sad
"sedih banget, dia mendapatkan kacang garuda.",Sad
makanya bersiap kecewa dengan wakilnya sendiri.,Sad
"di twitter mulai tidak jelas, sepertinya mulai sedih, marah, kesel, nyinyir, lambe turah. Bukan manusia baik lagi. Ok, mari kita pergi ke Pak Ayi, aku akan mengobati mentalku dulu, teman-teman.",Sad
"aku sedih diputusin pacar, katanya aku sudah tidak tampan, tidak mapan. Aku harus bilang apa? “akurapopo”.",Sad
"sepi banget, lebih baik ke pesan pribadi saja.",Sad
"sedih juga ya, meninggalkan rumah yang sudah belasan tahun ditempati.",Sad
"CR7: Kenapa sedih banget, tampaknya kau adikku?
Elanga: Iya, bang, mau bagaimana lagi, tidak sedih, karena abang kesayanganku, si Bang Anthony Martial pergi.
CR7: Stres.",Sad
"mimpi zombie, terus drama banget, sedih gitu. Akhirnya tergigit dan jadi zombie, tapi zombie yang sadar itu bisa mengendalikan diri. Kemudian ada anak SVT lupa siapa.",Sad
"ini saya tidak tahu harus sedih atau tertawa. Semangat, teman-teman, semoga hubungan itu bisa kembali lagi.",Sad
karena rasa kecewa itu lebih besar daripada rasa cinta.,Sad
"seperti aku mengerti, saya juga ingat lagu-lagunya, sebagian besar karena saya tidak pernah absen menonton festival pensi, dan tentu saja tidak semua orang tumbuh dengan mendengarkan lagu yang sama seperti saya, tapi tetap saja sedikit sedih.",Sad
"jangan sedih, Karina.",Sad
sepi di sini.,Sad
"iya, ih, sedih banget, baru cek ternyata tidak bisa.",Sad
"sedih sebenarnya, tapi terima kasih, Denise, sudah bekerja keras saat bersama. Semoga Uri, Maknae Lockey bisa sukses terus, berkarir di luar sana. Ditunggu karya Denise yang lainnya, dan musik yang Denise suka bisa segera menjadi album.",Sad
"fakta menarik, menggaruk bagian yang gatal itu tidak membuat gatalnya hilang, malah kulitnya iritasi. Sama seperti kalau sedang patah hati, lebih memilih galau dan mendengarkan lagu-lagu sedih. Memang kita suka menyakiti diri sendiri, ya, kayaknya.",Sad
"instagram teman saya cerita, Denise, semua memang sedih, tapi mau bagaimana lagi, ini sudah keputusan dia. Tetap dukung Secret Number dan Denise Lockey.",Sad
"sedihku cukup, aku yang tahu, kamu cukup tahu bahwa aku baik-baik saja.",Sad
"baru bangun rumah, sudah sepi, tidak tahu ke mana, jadi kesepian.",Sad
ada apa ini? Kok sepi banget. cc.,Sad
"woy, sedih banget.",Sad
"semoga semuanya berjalan dengan baik, ya, kakak, walaupun begitu saja seperti yang kamu katakan. Oh iya, tetap aman dan sehat, soalnya kasus di sana sudah mulai naik. Sangat mengkhawatirkan. Saya baik-baik saja, sedikit stres sedih tapi tidak apa-apa, aku kuat.",Sad
"yah, sedih.",Sad
"kok sepi lagi, ya.",Sad
"tapi kecewa banget, dia berulang-ulang, aku tidak mengucapkannya.",Sad
"innalillahi wainna ilaihi rojiun. Semoga almarhumah ibu diterima amal baiknya dan diampuni segala kekhilafannya. Sabar ya, Jayen, pasti sangat sedih kehilangan orang tua.",Sad
masih sedih.,Sad
"kertas hiyo cakep banget, baru lihat sekarang, itu sudah dari tanggal 23 Januari, sedih. Ini hiyo benar-benar cantik.",Sad
"bangun, mengumpulkan nyawa, tiba-tiba merasa sedih. ""anak jepangku, ke mana ya?!"" Inilah gambaran pagiku selama dua minggu tidak ada kabar, tapi harus tetap semangat! Pasti bisa!",Sad
"terbunuh sepi 8/10 bukan lagu boyband, tapi dibawakan mereka jadi keren banget dengan harmonisasi yang wow wow membuat merinding, di sini benar-benar menunjukkan kualitas vokal mereka.",Sad
"jangan begitu, bang. Jadi sedih, nih.",Sad
"sedih, menderita, kecewa.",Sad
aku bingung mau sedih atau senang. aku memilih untuk mendukung.,Sad
"siapa yang mengubah hatiku, siapa yang membuat kita selalu bersatu. Beban kecewa tidak akan berakhir.",Sad
"rumah sepi, nih.",Sad
"dibilang sedih, ya pasti. Tapi bagaimana pun, harus terima dan dukung Denise. Tidak mau lama-lama sedihnya karena cewek-cewek ini juga butuh dukungan kita. Lockey kuat.",Sad
"hahaaha, sedih sangat nih, teman. Bagikanlah bersama saya, boboy.",Sad
"sender, jangan sedih, bisa jadi nanti sender langsung diketemukan dengan jodoh sender.",Sad
"ternyata saya belum jodoh juga dengan kampus ini, sedih sih tapi tidak sesedih ketika saya gagal kemarin. Akhirnya, saya cepat-cepat melanjutkan sambil mencari kampus negeri yang masih buka pendaftaran.",Sad
"heizou b5? Padahal sudah sangat berharap dia sebelumnya, sedih banget.",Sad
"pagi-pagi lagi sudah kena spam ending AOT dengan Demon Slayer di dekat TikTok, murung sekali, Sabtu ini.",Sad
"saya tidak turut, tapi ikut sedih; Denise keluar dari grup. Semoga sukses terus ke depannya untuk Denise.",Sad
"iya, kamu yang di sana. Kok kamu ganteng banget, sih? Maaf, tidak bisa berbicara langsung. Sedih, deh.",Sad
"sedih kalau diceritakan, ya.",Sad
"kelemahan seorang lelaki yang apabila suami yang tidak bisa sabar dengan kondisi perempuan. Jika mandul, menikah lagi untuk mencari yang lain. Jika dipukul atau didiskriminasi, diam dan menutup aib. Jika nafsu muncul, penuhi. Jangan sampai berkata tidak. Sedih banget jadi perempuan.",Sad
"tahu tidak, rasanya kecewa dengan diri sendiri seperti, ""oh saya gagal lagi.""",Sad
"renang dari jam 10.30 sampai jam 2 karena sangat seru, sepi, dan cuaca mendukung (mendung). Pulang-pulang, kaget, hidung dan pipi merah kena sunburn, sangat sedih.",Sad
"sedih banget, saya yang mengurus semuanya, saya yang tidak ikut.",Sad
"kamu senang, aku pun senang. Kamu sedih, aku ikut sedih. Tapi, berbeda lagi ya ceritanya kalau kamu sedih saat putus dengan dia.",Sad
"diam, saya sedang kecewa berat.",Sad
zzullucia: kasian banget tadi mau foto berempat itu bb gueseleborratu disusun buat ganjel hapenya nucil biar bisa pake timer. sedih tapi agak lucu wkwk,Sad
sedih darimana ya. hmm,Sad
sangat kopong. sedih kali lah.,Sad
"dulu tidak mampu mengantar anak ke pengasuh, sekitar 1k per month saja. jadi terpaksa berulang dari rumah mak ke kl 2 jam plus travel pergi balik. suami kerja di state lain. sedih banget balik",Sad
"punya facebook khusus hype mashiho tapi sepi, anjing. giliran saya upload, member lain ramai. sudah saya hapus. sekarang mau buat lagi nyesel menghapus",Sad
"padahal de gea baru dapat penghargaan, sudah dibuat sedih lagi oleh tim tolol",Sad
sedih banget,Sad
"12 tahun lebih bersama terus, bagaimana tidak sedih saat ditinggalkan",Sad
"ikut sedih, malah ikut menangis saat dijauhi dan teman yang paling dekat",Sad
"tahu tidak, kalau hari ini terasa seperti bahagia tapi sedih juga",Sad
"orang-orang di tiktok kok jahat banget, padahal lockey sedang sedih, kenapa terus saja dibuat semakin sedih. jahat banget",Sad
"akun saya semakin sepi, sedih benar",Sad
"haha, iya. sementara yang saya mau itu nendo, tolong halo GSC, sedih banget, atau rilis ulang figure saja. astaga.",Sad
"sesaat sebelum lepas landas, biasanya tidak begitu sedih, tapi sekarang sedih, campur ngantuk juga",Sad
"aku menjadikanmu sesaatnya tidak seperti dulu yang selalu ada, adalah bentuk kekecewaan yang tidak bisa aku ungkapkan, karena masih tersisa sedikit rasa yang menjadi penghalang. semoga bisa cepat hilang sepenuhnya.",Sad
"lihat mv teaser wonpil jadi galau, lagunya sedih kayaknya, huhu",Sad
"jujur, ya, saya tidak pernah mendengar kabar mipa 3, benar-benar sepi kelas itu dan seperti angker, bagaimana begitu",Sad
"sedih, karena video ini membuat banyak orang tidak mau ke dokter perempuan. dokter-dokter yang berjaga di klinik tempat saya bekerja, kebanyakan perempuan, dan semuanya dengan detail menjelaskan penyebab keluhan pasien. meskipun pasien bercerita panjang lebar soal keluhan, tetap dijelaskan sampai pasiennya mengerti.",Sad
"ini kuota dari kampus tidak turun, apa ya? sedih amat, uang habis untuk membeli kuota saja.",Sad
"melamar kerja, hanya dia yang diterima, ya wajar, tapi tidak tahu kenapa sedih saja begitu.",Sad
"mendekap sepi di sudut sunyi. Menyimpul tali mengikat diksi. Menggapai rindu tercabik pilu. Hatiku selalu terukir namamu, pilu.",Sad
"sudah lama tidak mendengar suara Denise. Jadi, ketika dia meng-cover lagu Day6, sedih saya menjadi +++++.",Sad
"yellow, iya, saat sedih, wkwk, Viva la Vida tidak terlalu, sih.",Sad
"wajar sih, di sini yang kelahiran 98 terus baru masuk SMA dan langsung pakai kurikulum 2013, sedih karena saya tidak bisa menampilkan keahlian saya di bidang komputer dengan teman kelas yang lain. Padahal saya anak warnet banget.",Sad
"eh, sebenarnya sedih banget, padahal debutnya juga belum lama; mana suara dia paling bagus di SN.",Sad
"yah, kecewa, tidak ada stiker-nya lagi.",Sad
"aamiin, selamat pagi juga, kak. Sedih, hasil gambar tidak ada yang menyangkut.",Sad
"ya allah, sampai ke bawa mimpi, ceritanya digedor oleh salah satu host, terus salah membalas DM, eh tidak jadi menang. Sedih, sedih, bangun-bangun langsung perih karena mimpi.",Sad
"ada saja berita sedih dan sekarang syukur ada berita senang. Sehat terus, kak Ji.",Sad
"kamu kenapa? Aku (kecewa, sakit, cemburu, perih, rindu, galau, ingin kamu peka, ingin menangis) tidak apa-apa, kok.",Sad
"sedih banget, tidak, sih.",Sad
"mesti CR muram Durja, ulang tahunnya hari ini.",Sad
"bagaimana caranya supaya menang besar? CPK banget, astaga, tidak pernah menang, sedih banget, sebenarnya agak iri dengan yang bisa menang besar.",Sad
"sedih, ya, wak.",Sad
"terkadang, tidak peduli berapa banyak orang di sekitarmu, kamu merasa sepi, hanya karena kamu berharap dia yang kamu cintai ada di sisimu, karena kamu sangat menyayangi dirinya.",Sad
"huhuu, sedih tidak, ya? Maaf, saya harus isolasi mandiri selama dua minggu, sepertinya.",Sad
"iya, saya lihat ini di berita, sedih banget, Bapak-nya menangis.",Sad
"sangat sedih, pagi-pagi.",Sad
"bangun, menonton Bulgasal dan episode Joon nusuk Wooseok, kesal tetapi lebih ingin menangis melihatnya... sedih, huhu.",Sad
"sampai pagi ini masih terngiang suara Denise cover Day6 ini di kepala, antara masih saja kagum dan sedih karena dia salah satu orang yang membuat saya tertarik ke K-pop karena headvoice dan rentang vokalnya sangat bagus.",Sad
"karena saya sedih karena Hyunho, saya harus membuat lagu fluffy. Yook, little blessing, markitabuat.",Sad
sedih banget melihatnya jadi ikut menangis.,Sad
"sedih, sih, tapi ya, mau bagaimana lagi, bukan kita tokoh utamanya.",Sad
"hypeask! album dan WV 1 press kalian yang waktu itu ""shipsoon"", sekarang statusnya bagaimana? Tolong jangan dianggurin, sender sedih banget yang sudah di rumah, sampai Ina, dan lain-lain. Jangan reply, ya.",Sad
"iya, menurutku juga, desainnya sudah bagus. Banyak yang menginginkan bajunya pakai kimono seperti, sangat tradisional, dan kecewa kenapa seperti western-ish, tapi sebenarnya tidak juga; masih khas Jepang. Tidak semua karakter Jepang harus seperti tradisional Raiden dan lainnya.",Sad
"kadangkala, dirimu berhenti memberikan perhatian pada seseorang hanya untuk menyadarkannya bahwa ketidakhadiranmu akan membuatnya sepi.",Sad
"sedih, belum mendapatkan WL prioritas tapi sudah mau istirahat saja.",Sad
chapter 125-126 sedih banget,Sad
"kalau sepi pasien ya begini, agak bosan jadinya",Sad
"ini kalau tidak ada yang kelas, sepi dong",Sad
"kebanyakan orang mendengarkan lagu seperti ini, salah satunya utopia ingat kenang perjalanan cinta mereka tapi saya tidak begitu. Suatu lirik dapat mewakili strategi sebuah korporasi. Ada lagu yang buat saya sedih saat dengar, yaitu ""toxicity"" (sod), selalu teringat almarhum teman sudah",Sad
"terima kasih yoongi sudah membuat jumpalitan semalam, sudah lagi sedih, diam sedih pergi diam-diam",Sad
"adakah apabila takdirku sampai, allah ambil nyawaku, akan banyak yang sedih dengan kepemergianku, adakah banyak yang akan mau mandikan jenazahku, adakah banyak yang akan mengangkat jenazahku, adakah banyak yang akan mendoakanku, aku risau, dan karena risau aku bersedih",Sad
"dan hujung 2020, sudah berkata dengan diriku, saya mencoba tinder selama satu bulan saja. Jumpa empat orang: satu laki-laki, satu **, dan dua orang terakhir pilihan, ketika saya akan menghapus tinder karena sudah kecewa teruk dengan dua orang itu tadi. Jadi yang terakhir ini, saya mendapatkan nomor mereka pada menit terakhir sebelum saya menghapusnya",Sad
"mau tidur sebentar 30 menit malah jadi terbawa mimpi tidak enak, sedih banget, belum ikhlas banget ternyata",Sad
"hah, serius keluar? saya tidak mengikuti sn, cuma kan yang saya tahu mereka baru, tapi sedih saja, kok sudah ada yang keluar",Sad
"sedih tidak, harus mendengar hal yang seperti, kalau didengar membuat overthinking, sedih dan yang lainnya",Sad
tapi sedih juga karena yang saya pikir selama ini dia baik-baik saja ternyata berpikir seperti itu,Sad
"sedih bacanya, tapi tidak apa, terima kasih ya denise",Sad
"sedih banget, jadi penggemar miskin tidak bisa membela member langsung di saat seperti ini",Sad
"sudah tidak mood mau unboxing paket shopee, terburu-buru sedih duluan, hehe",Sad
"denise sayangku, saya sudah mengira akan begini endingnya, tapi tetap saja saya sedih banget",Sad
"semuanya sih, termasuk denise, juga sedih harus meninggalkan kakak-kakaknya",Sad
"om, aku sedih",Sad
"aihh, banyak yang bilang begitu, tapi banyak juga yang kecewa setelah mencubit pipi aku; pipi aku tidak memiliki rasa malu",Sad
"pagi lagi, air mata mengalir. sedih aku",Sad
"tidak masuk skuad barcelona untuk liga europa, dani alves kecewa berat, ""bolanet"" arenanews",Sad
"sedih banget, online lagi",Sad
"tidak apa-apa, beli skinnya dulu; orangnya datang nanti tidak apa-apa, tapi tetap saja sedih banget, anjing, arghhhh, mau menangis",Sad
syok sedih banget,Sad
"saat lewat juga kaget banget, begitu sekali, netizen indonesia sempat merekam karena kagetnya. berbeda banget dengan komentar orang luar. orang tuanya, kalau dilihat terus diterjemahkan, pasti sedih banget",Sad
"sedih banget, kan",Sad
sedih,Sad
"aku sedih, pih? hehe, mau menangis",Sad
"setiap mendengarkan lagu, kukira rumahmu jadi sedih banget, karena memiliki arti yang berbeda sekarang. Lihat cuplikan filmnya di halaman rekomendasi juga sedih",Sad
"sedih banget, kamu selalu diacuhkan oleh warga",Sad
sepi karena berkurang kegiatan makan dan minum,Sad
bagaimana damai dengan rasa kecewa. bagaimana,Sad
"semalam, mimpi orang yang sudah lama tidak dihubungi tiba-tiba mengirim pesan, tapi saat bangun mengecek ternyata tidak ada notifikasi apa-apa, itu sedih banget",Sad
"sunyi, ya, tidak ada keramaian dan tidak ada yang datang; omikron-nya membuat kesepian melara",Sad
"jibe, kajjaa, benar-benar sekacau itu dan membuat menangis sedih banget",Sad
"sepenuhnya sedih, mazzehh",Sad
"tolong, sedih banget",Sad
"ala... alaa... alaa... murung sekejap, hahaha",Sad
"mau genre apa pun, jika ceritanya membuat sedih, saya pasti menangis. Ini tadi saya menangis ketika menonton ""kita semua sudah mati""",Sad
... kok sedih,Sad
"ini permainannya, bisa menang melawan para oligarki, tapi tetap sedih, karena mereka tetap berjaya",Sad
"bahkan dalam keadaan fisik terluka dan batin yang sakit, ia masih bisa berkata ""aku masih sayang kamu"". Tapi engkau malah memilih untuk pergi. Apa yang hendak dikata, sesal tiada arti jika sudah di akhir",Sad
"banyak penggemar tersakiti. entah dari bws atau shipper yang mendukung pasangan dalam seri. Posisi menang dengan pemeran utama perempuan di seri baru juga jadi serba salah. Mereka ingin dekat ke bright nanti dihujat, tidak dekat dibilang tidak ada momen, dan itu juga membuat penggemar kecewa",Sad
"bangun tidur mendengar dua kabar, tidak menjadi lebih baik, sedih banget",Sad
"haha, sepi tanpa purwakarta tapi tidak apa-apa",Sad
"apapun grupnya, walaupun saya tidak mendukung mereka, kalau ada yang keluar atau bubar, rasanya sedih banget",Sad
mau menonton supaya tidak sedih karena diabaikan,Sad
bukan penggemar tapi ikut sedih membaca sudut denise,Sad
"sepi banget, membuat sedih",Sad
"sedih, dikira lemburan sampai malam, ternyata tidak",Sad
"sedih, njay. makin sulit tenaga kesehatan puskesmas, vaksin booster sampai turun ke rumah-rumah dibawa tni-polri, pelacakan kasus baru dibilang dikategorikan covid. Jawaban mereka sama ""covid itu tidak ada!"" Kehilangan sosok contoh rakyat ini",Sad
"ah sedih banget, program kerja sudah selesai semuanya. wah, tidak mau berakhir kuliah kerja nyata-nya.",Sad
akun baru sepi amat.,Sad
"yakan! sedih banget, bayanginnya.",Sad
ada sunyi di antara pagi dan aku; kamu.,Sad
"kemarin dia follow akun aku pake yang satunya, tapi dm aku tidak dibalas, setan, sedih.",Sad
"kuota aku habis, hm, sedih.",Sad
"dia macam sedih/stres karena tidak ada duit, tau. entahlah lah.",Sad
"kusut saja, pagi-pagi gelak, seakan tidak ada hari esok.",Sad
"ya allah, lihat ini, menangis sedih tapi mau ngakak pada saat bersamaan, huhuhuhuhu.",Sad
"awalnya menemunya secara acak dan cuma sekadar suka sama style dan tone warna yang dipakai, sekarang tiap lihat hasil karyanya terasa sedikit sedih, iya, tapi terasa hangat seperti dipeluk, dipukpuk.",Sad
"di sini sepi banget, kenapa ya.",Sad
"sudah lama tidak online, gue jadi sepi, mengecewakan.",Sad
"tolong, author, kenapa tidak mau bikin versi mature. sedih.",Sad
"iya, sedih banget, padahal aku suka dia banget di sn.",Sad
"agak sedih, tapi saya lega, bye.",Sad
"melihat barang-barang sudah hampir kosong, makin sedih.",Sad
"work! hari ini hari terakhir, aku resign. sedih banget pisah dengan teman, tapi di satu sisi aku bebas dari bos toxic. nekad sebenarnya resign duluan meski belum dapat pengganti, tapi sudah tidak kuat dengan bos toxic.",Sad
aku sedih banget kalau sampai jadi.,Sad
"dugaan loni tidak kerja. Mari kerja saja, nanti juga sudah. Banyak, dong, aku kerja, ayo, tapi tidak lengket. allah, sedihnya. bagaimana nanti, tinggal mati. Itu sebab, siapa, loni tidak pergi kerja ke mana-mana. sobs.",Sad
"ini Instagram lagi ramai karena foto ayang; terus jadi ketahuan, biasanya teman-temanku, siapa saja, karena pada ngepost foto oppa-oppa, kan. Terpantau tidak ada yang seperti pemenang, bagaimana kecewa.",Sad
kamu sedih tidak? aku sih iya.,Sad
"sedih banget, pas di tempat fc—lek-leknya masih menulis ""menerim isi lagu-lagu""; lek-leknya sudah tua begitu.",Sad
"saya sangat kecewa banget kalau sampai tidak jadi murtad, loh, karena sepak terjangnya selama ini, kan?",Sad
"kecewa dengan semalam-harinya, mulailah dengan tiga poin.",Sad
"anjir, menangis benar-benar melihatnya; perpisahan itu memang selalu bikin sedih.",Sad
"kalau dipikir-pikir, menyeramkan juga ya kalau semua orang bisa meraih mimpi mereka. Kan, siapa tahu mimpinya jadi seperti pol pot atau siapa, alias menyusahkan banyak orang. Tapi ya, sedih juga kalau ternyata kita yang tidak bisa meraih mimpi itu. Tapi ya, gimana lagi, kan.",Sad
"setelah baca cerita yang makin ke sini, makin sedih, dan aku terus curhat ke seseorang, menangis parah dong gue, haha.",Sad
"kecewa, rage, wi.",Sad
setiap pagi sedih.,Sad
sedih.,Sad
